id,imdb_id,popularity,budget,revenue,original_title,cast,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj,number_of_cast,number_of_director,genre_count
12535,tt0076141,0.560826,3400000,31063038,High Anxiety,Mel Brooks|Madeline Kahn|Cloris Leachman|Harvey Korman|Ron Carey,Mel Brooks,94,Comedy|Music,29,6.2,1977,12232455.5107391,111758008.930412,5,1,2
11006,tt0076729,0.541642,0,126737428,Smokey and the Bandit,Burt Reynolds|Sally Field|Jerry Reed|Jackie Gleason|Mike Henry,Hal Needham,96,Action|Adventure|Comedy,93,6.9,1977,0.0,455973514.57515,5,1,3
5205,tt0076578,0.520725,0,0,Pumping Iron,Arnold Schwarzenegger|Franco Columbu|Lou Ferrigno|Roger Callard|Serge Nubret,George Butler|Robert Fiore,85,Documentary,71,7.0,1977,0.0,0.0,5,2,1
17689,tt0076070,0.49548,5500000,26414658,The Gauntlet,Clint Eastwood|Sondra Locke|Pat Hingle|William Prince|Bill McKinney,Clint Eastwood,109,Drama|Action|Crime|Thriller,45,6.7,1977,19787795.6791369,95034155.5342327,5,1,4
10839,tt0074695,0.474001,6000000,0,Cross of Iron,James Coburn|Maximilian Schell|James Mason|David Warner|Klaus LÃ¶witsch,Sam Peckinpah,132,Drama|Action|History|War,37,6.0,1977,21586686.1954221,0.0,5,1,4
12637,tt0076451,0.434509,0,0,"New York, New York",Liza Minnelli|Robert De Niro|Lionel Stander|Barry Primus|Dick Miller,Martin Scorsese,155,Drama|Music|Romance,32,5.6,1977,0.0,0.0,5,1,3
11590,tt0076723,0.407317,0,28000000,Slap Shot,Paul Newman|Strother Martin|Michael Ontkean|Jennifer Warren|Lindsay Crouse,George Roy Hill,123,Drama|Comedy,49,7.3,1977,0.0,100737868.911969,5,1,2
19067,tt0075968,0.400457,900000,0,The Duellists,Keith Carradine|Harvey Keitel|Albert Finney|Robert Stephens|Tom Conti,Ridley Scott,100,Drama|War,31,5.9,1977,3238002.92931331,0.0,5,1,2
42222,tt0076245,0.398651,0,0,Julia,Jane Fonda|Vanessa Redgrave|Jason Robards|Maximilian Schell|Hal Holbrook,Fred Zinnemann,117,Drama,10,5.0,1977,0.0,0.0,5,1,1
49126,tt0075704,0.391055,0,0,Audrey Rose,Anthony Hopkins|Marsha Mason|John Beck|Susan Swift|John Hillerman,Robert Wise,113,Fantasy|Drama|Horror|Thriller,12,5.5,1977,0.0,0.0,5,1,4
11586,tt0076009,0.375967,14000000,30749142,Exorcist II: The Heretic,Linda Blair|Richard Burton|Louise Fletcher|Max von Sydow|Kitty Winn,John Boorman,118,Horror|Thriller|Fantasy,56,4.6,1977,50368934.4559849,110628679.855412,5,1,3
7227,tt0075648,0.373131,6000000,30000000,Airport '77,Jack Lemmon|Lee Grant|Brenda Vaccaro|Joseph Cotten|Olivia de Havilland,Jerry Jameson,114,Action|Adventure|Drama|Thriller,25,5.7,1977,21586686.1954221,107933430.97711,5,1,4
11834,tt0076221,0.346062,0,0,Jabberwocky,Michael Palin|Harry H. Corbett|John Le Mesurier|Max Wall|Warren Mitchell,Terry Gilliam,105,Fantasy|Comedy,21,5.8,1977,0.0,0.0,5,1,2
985,tt0074486,0.331417,10000,7000000,Eraserhead,Jack Nance|Charlotte Stewart|Allen Joseph|Jeanne Bates|Judith Roberts,David Lynch,89,Science Fiction|Fantasy|Horror|Drama,194,7.1,1977,35977.8103257035,25184467.2279924,5,1,4
21948,tt0076637,0.320214,0,0,Rolling Thunder,William Devane|Tommy Lee Jones|Linda Haynes|James Best|Dabney Coleman,John Flynn,95,Action|Crime|Drama|Thriller,19,6.3,1977,0.0,0.0,5,1,4
26842,tt0074896,0.318679,0,0,The Message,Anthony Quinn|Irene Papas|Michael Ansara|Johnny Sekka|Michael Forest,Moustapha Akkad,177,Adventure|Drama|Action|History,45,7.2,1977,0.0,0.0,5,1,4
1362,tt0077687,0.312358,3000000,0,The Hobbit,Orson Bean|Richard Boone|Hans Conried|John Huston|Otto Preminger,"Jules Bass|Arthur Rankin, Jr.",77,Adventure|Animation|Family,46,5.8,1977,10793343.097711,0.0,5,2,3
4199,tt0074853,0.304285,0,0,The Man in the Iron Mask,Richard Chamberlain|Jenny Agutter|Patrick McGoohan|Louis Jourdan|Ian Holm,Mike Newell,100,History|Adventure,11,5.9,1977,0.0,0.0,5,1,2
50374,tt0075765,0.280166,0,0,Black Sunday,Robert Shaw|Bruce Dern|Marthe Keller|Fritz Weaver|Steven Keats,John Frankenheimer,143,Action|Adventure|Drama|Thriller,13,6.1,1977,0.0,0.0,5,1,4
14612,tt0075807,0.267177,0,0,Candleshoe,David Niven|Jodie Foster|Helen Hayes|Leo McKern|Veronica Quilligan,Norman Tokar,101,Family,15,7.1,1977,0.0,0.0,5,1,1
47474,tt0076686,0.062898,0,0,The Serpent's Egg,David Carradine|Liv Ullmann|Heinz Bennent|Gert FrÃ¶be|Isolde Barth,Ingmar Bergman,120,Drama|Mystery,12,5.3,1977,0.0,0.0,5,1,2
47914,tt0076915,0.241629,0,0,The White Buffalo,Charles Bronson|Jack Warden|Clint Walker|Slim Pickens|Stuart Whitman,J. Lee Thompson,97,Western,10,5.6,1977,0.0,0.0,5,1,1
12707,tt0076504,0.228797,6000000,14717854,Orca: The Killer Whale,Richard Harris|Charlotte Rampling|Will Sampson|Bo Derek|Keenan Wynn,Michael Anderson,92,Drama|Adventure|Horror,25,5.0,1977,21586686.1954221,52951615.9613396,5,1,3
38985,tt0076740,0.219941,22000000,12000000,Sorcerer,Roy Scheider|Bruno Cremer|Francisco Rabal|Amidou|Ramon Bieri,William Friedkin,121,Action|Thriller|Adventure,48,7.4,1977,79151182.7165477,43173372.3908442,5,1,3
72277,tt0076299,0.191541,810000,1258000,The Last Wave,Richard Chamberlain|Olivia Hamnett|David Gulpilil|Frederick Parslow|Vivean Gray,Peter Weir,106,Drama|Thriller|Mystery,12,5.8,1977,2914202.63638198,4526008.5389735,5,1,3
24032,tt0076489,0.078067,0,41687243,"Oh, God!",John Denver|George Burns|Teri Garr|Donald Pleasence|Ralph Bellamy,Carl Reiner,98,Fantasy|Comedy,15,5.6,1977,0.0,149981572.165551,5,1,2
41662,tt0075612,0.288587,1500000,0,3 Women,Shelley Duvall|Sissy Spacek|Janice Rule|Robert Fortier|Ruth Nelson,Robert Altman,124,Drama,24,6.1,1977,5396671.54885552,0.0,5,1,1
30315,tt0076271,0.164123,500000,17000000,Kingdom of the Spiders,William Shatner|Tiffany Bolling|Woody Strode|Lieux Dressler|David McLean,John 'Bud' Cardos,97,Horror|Science Fiction,16,5.7,1977,1798890.51628517,61162277.5536959,5,1,2
24655,tt0075809,0.163315,0,0,The Car,James Brolin|Kathleen Lloyd|John Marley|R. G. Armstrong|Doris Dowling,Elliot Silverstein,96,Horror|Mystery,24,6.2,1977,0.0,0.0,5,1,2
16220,tt0076929,0.175656999999999,1200000,9000000,Wizards,Bob Holt|Jesse Welles|Richard Romanus|David Proval,Ralph Bakshi,80,Animation|Fantasy|Science Fiction,26,6.0,1977,4317337.23908442,32380029.2931331,4,1,3
10670,tt0076636,0.15041,0,0,Rollercoaster,George Segal|Richard Widmark|Timothy Bottoms|Henry Fonda|Susan Strasberg,James Goldstone,119,Action|Thriller,10,6.0,1977,0.0,0.0,5,1,2
12262,tt0077681,0.137351,230000,25000000,The Hills Have Eyes,Martin Speer|Russ Grieve|John Steadman|James Whitworth|Virginia Vincent,Wes Craven,89,Horror,57,6.0,1977,827489.63749118,89944525.8142588,5,1,1
18775,tt0075931,0.24469,0,0,Demon Seed,Julie Christie|Fritz Weaver|Gerrit Graham|Berry Kroeger|Lisa Lu,Donald Cammell,94,Horror|Science Fiction,23,5.2,1977,0.0,0.0,5,1,2
11598,tt0076257,0.125508999999999,600000,0,The Kentucky Fried Movie,Evan C. Kim|Bong Soo Han|Marilyn Joi|Saul Kahan|Marcy Goldman,John Landis,83,Comedy,31,6.2,1977,2158668.61954221,0.0,5,1,1
26932,tt0076210,0.114061999999999,0,0,The Island of Dr. Moreau,Burt Lancaster|Michael York|Nigel Davenport|Barbara Carrera|Richard Basehart,Don Taylor,99,Science Fiction,12,5.1,1977,0.0,0.0,5,1,1
26517,tt0077914,0.113714,0,0,Martin,John Amplas|Lincoln Maazel|Christine Forrest|Elyane Nadeau|Tom Savini,George A. Romero,95,Horror,17,6.3,1977,0.0,0.0,5,1,1
20416,tt0075925,0.112001,0,0,The Deep,"Robert Shaw|Jacqueline Bisset|Nick Nolte|Louis Gossett, Jr.|Eli Wallach",Peter Yates,123,Mystery|Thriller|Adventure,27,5.7,1977,0.0,0.0,5,1,3
42218,tt0075989,0.108321,0,0,Empire of the Ants,Joan Collins|Robert Lansing|John David Carson|Albert Salmi|Jacqueline Scott,Bert I. Gordon,89,Horror|Science Fiction,11,4.6,1977,0.0,0.0,5,1,2
64976,tt0075913,0.046957,0,0,Day of the Animals,Christopher George|Leslie Nielsen|Lynda Day George|Richard Jaeckel|Michael Ansara,William Girdler,97,Science Fiction|Horror|Thriller,11,5.5,1977,0.0,0.0,5,1,3
18196,tt0076683,0.097126,0,3,The Sentinel,Chris Sarandon|Cristina Raines|Martin Balsam|JosÃ© Ferrer|Burgess Meredith,Michael Winner,92,Horror|Drama|Mystery,14,6.3,1977,0.0,10.793343097711,5,1,3
14741,tt0076095,0.140163,0,102000000,The Goodbye Girl,Richard Dreyfuss|Marsha Mason|Quinn Cummings|Paul Benedict|Barbara Rhoades,Herbert Ross,111,Comedy|Romance,10,6.5,1977,0.0,366973665.322175,5,1,2
33665,tt0079672,0.080226,0,0,Opening Night,Gena Rowlands|John Cassavetes|Ben Gazzara|Joan Blondell|Paul Stewart,John Cassavetes,144,Drama,10,6.2,1977,0.0,0.0,5,1,1
29437,tt0076590,0.121361,530000,0,Rabid,Marilyn Chambers|Frank Moore|Joe Silver|Howard Ryshpan|Patricia Gage,David Cronenberg,91,Horror|Science Fiction,29,6.1,1977,1906823.94726228,0.0,5,1,2
26680,tt0076704,0.071172,200000,0,Shock Waves,Peter Cushing|John Carradine|Brooke Adams|Fred Buch|Jack Davidson,Ken Wiederhorn,85,Horror,11,4.9,1977,719556.20651407,0.0,5,1,1
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Sam Worthington|Zoe Saldana|Sigourney Weaver|Stephen Lang|Michelle Rodriguez,James Cameron,162,Action|Adventure|Fantasy|Science Fiction,8458,7.1,2009,240886902.887613,2827123750.41189,5,1,4
16869,tt0361748,6.098027,70000000,319131050,Inglourious Basterds,Brad Pitt|MÃ©lanie Laurent|Christoph Waltz|Eli Roth|Michael Fassbender,Quentin Tarantino,153,Drama|Action|Thriller|War,3969,7.7,2009,71148030.3887467,324364937.762752,5,1,4
12437,tt0834001,5.806897,35000000,91327197,Underworld: Rise of the Lycans,Bill Nighy|Michael Sheen|Rhona Mitra|Shane Brolly|Steven Mackintosh,Patrick Tatopoulos,92,Fantasy|Action|Adventure|Science Fiction|Thriller,979,6.2,2009,35574015.1943733,92825002.6782151,5,1,5
767,tt0417741,5.076472,250000000,933959197,Harry Potter and the Half-Blood Prince,Daniel Radcliffe|Rupert Grint|Emma Watson|Tom Felton|Julie Walters,David Yates,153,Adventure|Fantasy|Family,3220,7.3,2009,254100108.531238,949276533.285793,5,1,3
14160,tt1049413,4.90890199999999,175000000,731342744,Up,Ed Asner|Christopher Plummer|Jordan Nagai|Bob Peterson|Delroy Lindo,Bob Peterson|Pete Docter,96,Animation|Comedy|Family|Adventure,4225,7.6,2009,177870075.971866,743337082.495734,5,2,4
13475,tt0796366,3.82957,150000000,385680446,Star Trek,Chris Pine|Zachary Quinto|Leonard Nimoy|Eric Bana|Bruce Greenwood,J.J. Abrams,127,Science Fiction|Action|Adventure,3417,7.3,2009,152460065.118743,392005772.747905,5,1,3
534,tt0438488,3.789633,200000000,371353001,Terminator Salvation,Christian Bale|Sam Worthington|Anton Yelchin|Moon Bloodgood|Bryce Dallas Howard,McG,115,Drama|Action|Thriller|Science Fiction,1670,5.8,2009,203280086.82499,377443351.430004,5,1,4
17654,tt1136608,3.744956,30000000,210819611,District 9,Sharlto Copley|Jason Cope|Nathalie Boltt|Sylvaine Strike|Elizabeth Mkandawie,Neill Blomkamp,112,Action|Thriller|Science Fiction,2141,7.1,2009,30492013.0237486,214277144.142453,5,1,3
10528,tt0988045,3.431559,90000000,524028679,Sherlock Holmes,Robert Downey Jr.|Jude Law|Rachel McAdams|Mark Strong|Eddie Marsan,Guy Ritchie,128,Adventure|Drama|Action|Comedy|Thriller,4118,6.9,2009,91476039.0712458,532622976.829525,5,1,5
19913,tt1022603,3.244139,7500000,60722734,(500) Days of Summer,Joseph Gordon-Levitt|Zooey Deschanel|ChloÃ« Grace Moretz|Geoffrey Arend|Matthew Gray Gubler,Marc Webb,95,Comedy|Drama|Romance,1778,7.3,2009,7623003.25593715,61718613.198854,5,1,3
8355,tt1080016,3.154914,90000000,886686817,Ice Age: Dawn of the Dinosaurs,Ray Romano|John Leguizamo|Denis Leary|Queen Latifah|Simon Pegg,Carlos Saldanha,94,Animation|Comedy|Family|Adventure,1392,6.4,2009,91476039.0712458,901228865.731673,5,1,4
18785,tt1119646,3.15306,35000000,459270619,The Hangover,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Heather Graham,Todd Phillips,100,Comedy,4134,7.1,2009,35574015.1943733,466802856.532436,5,1,1
13183,tt0409459,3.038063,130000000,185258983,Watchmen,Malin Ã…kerman|Billy Crudup|Carla Gugino|Jeffrey Dean Morgan|Patrick Wilson,Zack Snyder,162,Action|Mystery|Science Fiction,1751,6.8,2009,132132056.436243,188297310.746747,5,1,3
14161,tt1190080,2.979786,200000000,769653595,2012,John Cusack|Amanda Peet|Chiwetel Ejiofor|Thandie Newton|Oliver Platt,Roland Emmerich,158,Action|Adventure|Science Fiction,3533,5.6,2009,203280086.82499,782276248.083831,5,1,3
12244,tt0472033,2.846465,30000000,48428063,9,Elijah Wood|John C. Reilly|Jennifer Connelly|Christopher Plummer|Crispin Glover,Shane Acker,79,Action|Adventure|Animation|Science Fiction|Thriller,851,6.5,2009,30492013.0237486,49222304.2570306,5,1,5
13448,tt0808151,2.841562,150000000,356613439,Angels & Demons,Tom Hanks|Ewan McGregor|Ayelet Zurer|Stellan SkarsgÃ¥rd|Pierfrancesco Favino,Ron Howard,138,Thriller|Mystery,1275,6.3,2009,152460065.118743,362462054.214392,5,1,2
10198,tt0780521,2.463982,105000000,267045765,The Princess and the Frog,Anika Noni Rose|Bruno Campos|Keith David|Michael-Leon Wooley|Jennifer Cody,Ron Clements|John Musker,97,Romance|Family|Animation|Music,706,6.5,2009,106722045.58312,271425431.47723,5,2,4
22881,tt0878804,2.367474,29000000,309208309,The Blind Side,Sandra Bullock|Quinton Aaron|Kathy Bates|Tim McGraw|Jae Head,John Lee Hancock,129,Drama,1078,7.1,2009,29475612.5896236,314279459.502642,5,1,1
19908,tt1156398,2.041804,23600000,102391382,Zombieland,Jesse Eisenberg|Woody Harrelson|Emma Stone|Abigail Breslin|Amber Heard,Ruben Fleischer,88,Comedy|Horror,2165,7.1,2009,23987050.2453489,104070645.115453,5,1,2
18239,tt1259571,1.971027,50000000,709827462,The Twilight Saga: New Moon,Kristen Stewart|Robert Pattinson|Taylor Lautner|Billy Burke|Ashley Greene,Chris Weitz,130,Adventure|Fantasy|Drama|Romance,1388,5.6,2009,50820021.7062476,721468940.530613,5,1,4
10184,tt1001508,1.926432,40000000,177259441,He's Just Not That Into You,Jennifer Aniston|Jennifer Connelly|Drew Barrymore|Ginnifer Goodwin|Ben Affleck,Ken Kwapis,129,Comedy|Romance|Drama,612,6.0,2009,40656017.3649981,180166572.785146,5,1,3
14869,tt1046173,1.906998,175000000,302469017,G.I. Joe: The Rise of Cobra,Dennis Quaid|Channing Tatum|Marlon Wayans|Sienna Miller|Joseph Gordon-Levitt,Stephen Sommers,118,Adventure|Action|Thriller|Science Fiction,1470,5.7,2009,177870075.971866,307429640.188147,5,1,4
18240,tt1041829,1.895894,40000000,317375031,The Proposal,Sandra Bullock|Ryan Reynolds|Mary Steenburgen|Craig T. Nelson|Betty White,Anne Fletcher,108,Comedy|Romance|Drama,1084,6.7,2009,40656017.3649981,322580119.28882,5,1,3
15159,tt0838232,1.874759,0,75871032,The Pink Panther 2,Steve Martin|Jean Reno|Emily Mortimer|Andy GarcÃ­a|Alfred Molina,Harald Zwart,92,Comedy|Mystery,180,5.5,2009,0.0,77115349.8623082,5,1,2
20943,tt1142988,1.860267,38000000,205298907,The Ugly Truth,Katherine Heigl|Gerard Butler|Eric Winter|Bree Turner|Nick Searcy,Robert Luketic,96,Comedy|Romance,584,6.3,2009,38623216.4967482,208665898.200178,5,1,2
22794,tt0844471,1.849649,100000000,242988466,Cloudy with a Chance of Meatballs,Bill Hader|Anna Faris|James Caan|Mr. T|Benjamin Bratt,Phil Lord|Christopher Miller,90,Animation|Comedy|Family,1116,6.4,2009,101640043.412495,246973582.329756,5,2,3
10315,tt0432283,1.826169,40000000,46471023,Fantastic Mr. Fox,George Clooney|Meryl Streep|Jason Schwartzman|Bill Murray|Wallace Wolodarsky,Wes Anderson,87,Adventure|Animation|Comedy|Family,711,7.5,2009,40656017.3649981,47233167.9514307,5,1,4
14836,tt0327597,1.75384,60000000,124596398,Coraline,Dakota Fanning|Teri Hatcher|Jennifer Saunders|Dawn French|Keith David,Henry Selick,100,Animation|Family,711,7.1,2009,60984026.0474972,126639833.017605,5,1,2
18360,tt1078912,1.752134,150000000,413106170,Night at the Museum: Battle of the Smithsonian,Ben Stiller|Amy Adams|Owen Wilson|Hank Azaria|Robin Williams,Shawn Levy,105,Adventure|Fantasy|Action|Comedy|Family,1108,5.9,2009,152460065.118743,419881290.527696,5,1,5
16996,tt0974661,1.732516,20000000,136267476,17 Again,Zac Efron|Leslie Mann|Matthew Perry|Tyler Steelman|Allison Miller,Burr Steers,102,Comedy,765,6.0,2009,20328008.682499,138502321.763511,5,1,1
17979,tt1067106,1.71488699999999,200000000,325233863,A Christmas Carol,Gary Oldman|Jim Carrey|Steve Valentine|Daryl Sabara|Sage Ryan,Robert Zemeckis,96,Animation|Drama,619,6.6,2009,203280086.82499,330567839.545335,5,1,2
24122,tt1205535,1.708605,0,0,The Rebound,Catherine Zeta-Jones|Justin Bartha|Art Garfunkel|Joanna Gleason|Lynn Whitfield,Bart Freundlich,95,Comedy|Romance,134,5.7,2009,0.0,0.0,5,1,2
7980,tt0380510,1.673879,65000000,93525586,The Lovely Bones,Rachel Weisz|Mark Wahlberg|Susan Sarandon|Saoirse Ronan|Stanley Tucci,Peter Jackson,136,Fantasy|Drama,600,6.6,2009,66066028.2181219,95059446.2121906,5,1,2
14560,tt1114740,1.64173899999999,26000000,183293131,Paul Blart: Mall Cop,Kevin James|Keir O'Donnell|Jayma Mays|Raini Rodriguez|Shirley Knight,Steve Carr,91,Action|Adventure|Comedy|Family,510,5.4,2009,26426411.2872487,186299217.920521,5,1,4
28178,tt1028532,1.575231,16000000,47801389,Hachi: A Dog's Tale,Richard Gere|Joan Allen|Jason Alexander|Cary-Hiroyuki Tagawa|Sarah Roemer,Lasse HallstrÃ¶m,93,Drama|Family,976,7.7,2009,16262406.9459992,48585352.5313757,5,1,2
22803,tt1197624,1.542135,53000000,126690726,Law Abiding Citizen,Jamie Foxx|Gerard Butler|Colm Meaney|Bruce McGill|Leslie Bibb,F. Gary Gray,109,Drama|Crime|Thriller,900,7.2,2009,53869223.0086225,128768508.906005,5,1,3
22825,tt0362478,1.535278,30000000,33333531,The Box,Cameron Diaz|James Marsden|Frank Langella|Michael Zegen|James Rebhorn,Richard Kelly,115,Thriller|Science Fiction,296,5.3,2009,30492013.0237486,33880215.3793176,5,1,2
15092,tt1121931,1.487114,20000000,34560577,Crank: High Voltage,Jason Statham|Amy Smart|Dwight Yoakam|Efren Ramirez|Julanne Chidi Hill,Mark Neveldine|Brian Taylor,96,Action|Thriller|Crime,560,5.9,2009,20328008.682499,35127385.4664088,5,2,3
19898,tt1188729,1.453639,33000000,20645327,Pandorum,Ben Foster|Dennis Quaid|Cam Gigandet|Antje Traue|Cung Le,Christian Alvart,108,Action|Horror|Mystery|Science Fiction|Thriller,406,6.2,2009,33541214.3261234,20983919.3254516,5,1,5
25475,tt1216516,1.416811,0,0,Tinker Bell and the Lost Treasure,Mae Whitman|Jesse McCartney|Jane Horrocks|Lucy Liu|Raven-SymonÃ©,Klay Hall,81,Animation|Family|Adventure|Fantasy,137,6.5,2009,0.0,0.0,5,1,4
16871,tt1127180,1.398364,30000000,90842646,Drag Me to Hell,Alison Lohman|Justin Long|Lorna Raver|Dileep Rao|David Paymer,Sam Raimi,99,Horror|Thriller,498,6.1,2009,30492013.0237486,92332504.8314594,5,1,2
37707,tt1017460,1.358965,26000000,0,Splice,Adrien Brody|Sarah Polley|Delphine ChanÃ©ac|David Hewlett|Abigail Chu,Vincenzo Natali,104,Thriller|Science Fiction,374,5.3,2009,26426411.2872487,0.0,5,1,2
13811,tt0448011,1.357091,50000000,155446362,Knowing,Nicolas Cage|Rose Byrne|Chandler Canterbury|Ben Mendelsohn|Nadia Townsend,Alex Proyas,121,Action|Adventure|Drama|Mystery|Science Fiction,817,5.7,2009,50820021.7062476,157995749.819944,5,1,5
17431,tt1182345,1.328218,5000000,9760104,Moon,Sam Rockwell|Kevin Spacey|Dominique McElligott|Rosie Shaw|Adrienne Shaw,Duncan Jones,97,Science Fiction|Drama,1027,7.4,2009,5082002.17062476,9920173.94270469,5,1,2
19585,tt0436339,1.324927,150000000,292817841,G-Force,Sam Rockwell|PenÃ©lope Cruz|Tracy Morgan|Jon Favreau|Steve Buscemi,Hoyt Yeatman,88,Fantasy|Action|Adventure|Family|Comedy,340,5.1,2009,152460065.118743,297620180.711931,5,1,5
19824,tt1276434,1.311696,0,0,Van Wilder: Freshman Year,Jonathan Bennett|Kristin Cavallari|Jerry Shea|Nestor Aaron Absera|Steve Talley,Harvey Glazer,100,Comedy,91,5.0,2009,0.0,0.0,5,1,1
18487,tt1111422,1.30199,100000000,150166126,The Taking of Pelham 1 2 3,Denzel Washington|John Travolta|Luis GuzmÃ¡n|Victor Gojcaj|John Turturro,Tony Scott,106,Thriller|Drama|Crime,551,6.1,2009,101640043.412495,152628915.657262,5,1,3
23082,tt1058017,1.297769,18500000,31912793,The Invention of Lying,Ricky Gervais|Jennifer Garner|Jonah Hill|Louis C.K.|Jeffrey Tambor,Ricky Gervais|Matthew Robinson,100,Comedy|Romance|Fantasy,305,5.8,2009,18803408.0313116,32436176.6593397,5,2,3
20048,tt1093908,1.290519,40000000,108332743,Confessions of a Shopaholic,Isla Fisher|Hugh Dancy|Krysten Ritter|Joan Cusack|John Goodman,P.J. Hogan,104,Comedy|Romance,445,6.0,2009,40656017.3649981,110109447.015147,5,1,2
12556,tt0821640,1.285167,0,102223269,Ghosts of Girlfriends Past,Matthew McConaughey|Jennifer Garner|Michael Douglas|Breckin Meyer|Lacey Chabert,Mark Waters,100,Fantasy|Comedy|Romance,452,5.5,2009,0.0,103899774.989271,5,1,3
18501,tt1034032,1.267182,50000000,40828540,Gamer,Gerard Butler|Michael C. Hall|Logan Lerman|Amber Valletta|Terry Crews,Mark Neveldine|Brian Taylor,95,Action|Thriller|Science Fiction,484,5.6,2009,50820021.7062476,41498145.780688,5,2,3
19543,tt1150934,1.264202,0,0,Anaconda 4: Trail of Blood,John Rhys-Davies|Crystal Allen|Linden Ashby|Danny Midwinter|Calin Stanciu,Don E. FauntLeRoy,89,Action|Horror|Science Fiction,25,3.6,2009,0.0,0.0,5,1,3
31011,tt0485947,1.26001,47000000,3547209,Mr. Nobody,Jared Leto|Diane Kruger|Linh Äan Pháº¡m|Sarah Polley|Rhys Ifans,Jaco Van Dormael,141,Science Fiction|Drama|Romance|Fantasy,827,7.8,2009,47770820.4038728,3605384.76753194,5,1,4
19899,tt1078940,1.232312,70000000,171844840,Couples Retreat,Vince Vaughn|Malin Ã…kerman|Jason Bateman|Kristen Bell|Jon Favreau,Peter Billingsley,113,Comedy|Romance,372,5.3,2009,71148030.3887467,174663169.978133,5,1,2
7445,tt0765010,1.223786,26000000,43318349,Brothers,Tobey Maguire|Jake Gyllenhaal|Natalie Portman|Sam Shepard|Mare Winningham,Jim Sheridan,104,Drama|Thriller|War,381,6.7,2009,26426411.2872487,44028788.7291762,5,1,3
20766,tt0898367,1.218657,32000000,27635305,The Road,Viggo Mortensen|Kodi Smit-McPhee|Charlize Theron|Robert Duvall|Guy Pearce,John Hillcoat,111,Adventure|Drama,600,6.7,2009,32524813.8919985,28088535.9991754,5,1,2
15512,tt0892782,1.19445499999999,175000000,381509870,Monsters vs Aliens,Seth Rogen|Reese Witherspoon|Hugh Laurie|Paul Rudd|Kiefer Sutherland,Rob Letterman|Conrad Vernon,94,Animation|Family|Adventure|Science Fiction,932,6.0,2009,177870075.971866,387766797.490954,5,2,4
24469,tt1232776,1.159118,3000000,2357852,Fish Tank,Katie Jarvis|Michael Fassbender|Kierston Wareing|Rebecca Griffiths|Harry Treadaway,Andrea Arnold,123,Drama,124,6.6,2009,3049201.30237486,2396521.79640238,5,1,1
24803,tt1135503,1.14937,40000000,129540499,Julie & Julia,Meryl Streep|Amy Adams|Stanley Tucci|Chris Messina|Linda Emond,Nora Ephron,123,Romance|Drama,341,6.5,2009,40656017.3649981,131665019.420363,5,1,2
28211,tt1352824,1.145724,15000000,8459458,Chloe,Julianne Moore|Liam Neeson|Amanda Seyfried|Max Thieriot|R. H. Thomson,Atom Egoyan,96,Drama|Thriller|Mystery,297,5.9,2009,15246006.5118743,8598196.78366181,5,1,3
11322,tt1152836,1.138277,80000000,214104620,Public Enemies,Christian Bale|Johnny Depp|Giovanni Ribisi|Billy Crudup|Marion Cotillard,Michael Mann,140,History|Crime|Drama,853,6.5,2009,81312034.7299962,217616028.716158,5,1,3
25472,tt1526300,1.124263,0,0,Merry Madagascar,Cedric the Entertainer|Andy Richter|Carl Reiner|David Schwimmer|Danny Jacobs,David Soren,30,Family|Animation,45,6.3,2009,0.0,0.0,5,1,2
19994,tt1131734,1.104112,16000000,31556061,Jennifer's Body,Megan Fox|Amanda Seyfried|Johnny Simmons|Adam Brody|J.K. Simmons,Karyn Kusama,100,Comedy|Horror,441,5.2,2009,16262406.9459992,32073594.0996735,5,1,2
21208,tt1148204,1.099003,20000000,41596251,Orphan,Vera Farmiga|Peter Sarsgaard|Isabelle Fuhrman|CCH Pounder|Jimmy Bennett,Jaume Collet-Serra,123,Horror|Thriller|Mystery,707,6.5,2009,20328008.682499,42278447.5743705,5,1,3
23706,tt0881891,1.085541,15000000,40105542,All About Steve,Sandra Bullock|Thomas Haden Church|Bradley Cooper|Ken Jeong|DJ Qualls,Phil Traill,99,Comedy,192,4.6,2009,15246006.5118743,40763290.2996165,5,1,1
19912,tt1144884,1.083957,40000000,186167139,The Final Destination,Bobby Campo|Shantel VanSanten|Nick Zano|Haley Webb|Krista Allen,David R. Ellis,82,Horror|Mystery,472,5.5,2009,40656017.3649981,189220360.8994,5,1,2
23398,tt1231580,1.080415,75000000,443140005,Alvin and the Chipmunks: The Squeakquel,Zachary Levi|David Cross|Jason Lee|Justin Long|Matthew Gray Gubler,Betty Thomas,88,Comedy|Family|Animation|Fantasy|Music,414,5.3,2009,76230032.5593715,450407693.460134,5,1,5
36419,tt0838247,1.075405,4500000,3606395,After.Life,Liam Neeson|Justin Long|Christina Ricci|Josh Charles|Chandler Canterbury,Agnieszka Wojtowicz-Vosloo,104,Drama|Horror|Mystery|Thriller,130,5.2,2009,4573801.95356229,3665541.44362606,5,1,4
